claim,true_label,predicted_label,confidence
"Elephants think of humans as ""cute,"" in the same manner that humans think of kittens or puppies.",unproven,true,0.5242
"A national four-week quarantine will start on April 1 2020, affecting the entire population of the United States.",false,true,0.4738
Author J.K. Rowling promoted a website selling transphobic merchandise.,true,true,0.4396
Facebook post Says news stories referencing 322 and COVID-19 are proof cases are being “synchronized”,false,false,0.5595
3 Nebraska Medicaid providers honored for serving patients.,true,true,0.9901
"The reaction between metallic mercury and aluminum, which produces a dramatic chain reaction popular on YouTube science channels, is evidence that vaccines are not safe.",false,false,0.3911
Rumors that Keurig coffee machines harbor bacteria have been circulating the web for years.,mixture,false,0.6686
"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether it’s going to be funded in"" years to come.",true,false,0.3734
10 people treated after chemical spill in science building.,true,true,0.9883
"Experimental treatment helps 2 out of 3 peanut allergy sufferers, study finds",true,true,0.9258
"Mending broken sleep: Sleep apnea, the dangerous cessation of breathing during sleep, is being diagnosed more and more. A simple machine can bring refreshing relief",true,true,0.4032
Study Finds More Isn't Better for Roche Breast Cancer Drug,true,true,0.6206
A tourist's unfortunate bout of stomach upset on a Spanish roller coaster splashed liquid fecal matter on other customers.,false,false,0.4359
"Donald Trump Says Israel profiles based on ethnicity and ""does it very successfully.",mixture,true,0.3775
Mainland China sees rise in new coronavirus cases.,true,true,0.9939
Australian euthanasia law loses by single parliament vote.,true,true,0.9932
Worried About Dementia? You Might Want to Check Your Blood Pressure,mixture,false,0.439
A New Therapy May Cure Kids of Peanut Allergy,false,false,0.3558
Preventive care does not save the government money.,true,false,0.4053
The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,true,true,0.402
"Rick Baker Says he ""made St. Petersburg the state's best maintained large sewer system in 2007.",mixture,true,0.3548
"China sends medical supplies, experts to help Italy battle coronavirus.",true,true,0.9957
A morgue worker was accidentally cremated while napping or pretending to be dead.,false,true,0.7637
Mexico ambassador resigns after book theft allegation.,true,true,0.9908
Chicago residents use kits to test for lead contamination.,true,true,0.987
"Spain overtakes Italy in coronavirus cases, death rate slows.",true,true,0.989
Brazil's mothers left to raise microcephaly babies alone.,true,true,0.9941
Ohio county to distribute bags that deactivate drugs.,true,true,0.9926
"A nurse employed in a Zambian hospital swapped nearly 5,000 babies at birth and gave them to the ""wrong"" parents.",false,true,0.8558
Alabama Sen. Doug Jones calls new abortion ban ‘shameful’.,true,true,0.6597
Nurse’s kidney donation triggers bi-state transplant chain.,true,true,0.9557
Breast-cancer study questions lymph node removal,true,true,0.7383
Hip resurfacing aimed at boomers,mixture,true,0.7034
"Warnings that Mcafee or Norton has identified the most destructive computer virus ever disguised as a Hallmark postcard email with the subject line “A Card for You,” “Virtual Card for You,” “Postcard” or a “Postcard from Hallmark” have been circulating for years.",false,false,0.5736
Georgia board starts work on medical marijuana rules .,true,true,0.9966
Hyperbaric oxygen: The mysterious therapy that saved a cancer survivor from radiation side effects,true,false,0.5834
Reducing Radiation Successfully Treats HPV-Positive Oropharynx Cancers and Minimizes Side Effects,false,true,0.3329
Millions face risk from drug-coated stents,mixture,true,0.3487
China toddler fights fat in land of little emperors.,true,true,0.9492
"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s.",true,true,0.823
"A video shows Londoners expressing support for the US President, following a June 2017 terrorist attack in the city",false,true,0.6
Kyleen Wright Says murder is the chief cause of death for pregnant women.,false,true,0.7197
Teenage environmental activist Greta Thunberg is actually an Australian actress named Estella Renee.,false,false,0.577
Keanu Reeves supposedly wrote an inspiring open letter about life and loss that has gone viral online.,false,false,0.4457
Influenza now in all Maine counties; considered widespread.,true,true,0.965
FDA authorizes marketing of first blood test to aid in the evaluation of concussion in adults,mixture,true,0.9376
Rolex sales records are so well-kept that they were used to solve an open homicide.,true,true,0.4742
"Pope Francis bestowed the Pontifical Medal upon Lilianne Ploumen, a Dutch pro-abortion activist.",true,true,0.7966
Tuberculosis outbreak associated with Mankato university.,true,true,0.9672
The U.S. has had 143 criminal convictions for absentee-ballot fraud (or .0006% of the total vote) over the past 20 years.,true,true,0.6559
"Ecstasy could be ‘breakthrough’ therapy for soldiers, others suffering from PTSD",true,true,0.3705
Chelation based on faulty premise,true,false,0.5372
"Global coronavirus death toll hits 150,000: Reuters tally.",true,true,0.9945
We check an assortment of claims about the 2017 total solar eclipse over North America.,mixture,mixture,0.4044
"Facebook post Says Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the Sky, God rescue your people.”",false,false,0.6104
GOP senators from NC come out against Trump EPA nominee.,true,true,0.9772
The death from influenza of eight mostly vaccinated people over 65 in California's Santa Barbara County during the 2017-2018 flu season proves that you shouldn’t get the flu shot.,false,true,0.3852
On whether Barack Obama was born in the United States.,false,true,0.7486
"Facebook post Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”",false,false,0.5555
"Researcher: Alzheimer's vaccine could cut dementia in half, human trials may be next",mixture,true,0.7459
Midwifery linked to lower odds of birth complications for low-income women,mixture,true,0.573
Ruling leaves Ohio ban on Down syndrome abortions on hold.,true,true,0.992
"As millions vape, e-cigarette researchers count puffs, scour Facebook.",true,true,0.4921
Zambia records first coronavirus death.,true,true,0.9945
A female mortuary worker was arrested after becoming pregnant by one of the corpses she was preparing for burial.,false,true,0.8822
The test that reveals cancer sooner,false,true,0.4481
"Walmart, Amazon, Kroger, Target and Costco “have not had any reported (coronavirus) cases in the news.”",false,false,0.4308
The World Health Organization has listed being single as a disability under their definition of infertility.,false,true,0.6237
"Abortion services are ""well over 90 percent of what Planned Parenthood does.",false,true,0.4321
"Pfizer: New cancer pill gives hope, new strategy",false,true,0.5125
Scramble for masks as Italian region orders coronavirus cover-up.,true,true,0.9929
Trump’s cuts to Medicare hospital payments trigger an outcry.,true,true,0.9482
"Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies"" but want to cut food stamps.",true,true,0.4032
"Hundreds of Americans flown home from cruise ship, 14 with coronavirus.",true,true,0.9877
"In July 2020, U.S. Education Secretary Betsy DeVos said ""only"" .02% of the country's K-12 school students — totaling 14,740 children and teens — are likely to die from COVID-19 when and if schools fully reopen.",false,true,0.4512
"Proposed tax changes are a ""handout"" to BP.",mixture,true,0.4406
"Beached boats, pink water as drought saps Great Salt Lake.",true,true,0.8506
A meme claiming that tilapia is a “mutant” fish that’s unsafe to eat combines a number of long-running warnings about the fish.,false,false,0.7544
Weight-Loss Drugs Face High Hurdles At FDA,mixture,true,0.9457
Images show a genuine Antifa manual created and distributed by the anti-fascist group.,false,true,0.7178
"Reusing, freezing, or warming plastic water bottles will cause them to break down into carcinogenic compounds or release dioxins.",mixture,false,0.3103
"A trojan worm known as Koobface is ""spreading like wildfire"" via Facebook.",mixture,false,0.7701
GSK builds oncology pipeline as drug shown to help myeloma patients.,true,true,0.9734
"This town (Wilmington, Ohio) hasn’t taken any money from the government. They don’t want any money from the government.",false,false,0.4423
President Donald Trump allowed the use of chlorpyrifos in chemical pesticides because Dow Chemical paid him $1 million.,mixture,true,0.3441
Recently-arrived asylum seekers are perpetrating the majority of crime in Sweden.,false,true,0.6667
Final trial results confirm Ebola vaccine provides high protection against disease,true,true,0.8602
"Under President George W. Bush, the U.S. had ""52 months of ... uninterrupted job creation"" and ""revenues were at an all-time high in 2007.",true,true,0.3987
Pelosi offers Medicare negotiation plan to curb drug prices.,true,true,0.9869
"Wu-Tang's GZA is a scientist, educated in quantum physics, who has lectured at MIT and Harvard.",mixture,true,0.5025
Indonesia green group calls for probe into death of activist.,true,true,0.9838
"A viral social media post in January 2020 represented an authentic, accurate ""health bulletin"" about the new coronavirus outbreak from an official public health authority.",false,true,0.4861
Officials release edited coronavirus reopening guidance.,true,true,0.9964
"Ted Cruz Says Democrats are embracing “abortion up until the moment of birth and even, horrifically, after that.”",false,false,0.4024
Nebraska state officials say prison conditions have improved.,true,true,0.9948
"The symptoms of Covid-19 are a sore throat lasting 3 or 4 days. The virus then blends into nasal fluid, enters the trachea and then the lungs causing pneumonia. With pneumonia comes high fever and difficulty breathing. The nasal congestion feels like you're drowning",unproven,false,0.3394
President Donald Trump “immediately discontinued” an aid program to Central America.,false,false,0.3496
Nearly all ships operated by U.S.-headquartered cruise lines are registered in foreign countries.,true,true,0.6928
Rihanna's Instagram message to followers to throw away the Snapchat app caused the company's share value to fall by hundreds of millions of dollars in one day.,true,false,0.4818
Coronavirus forces U.S. churches to offer Easter Sunday services unlike any before.,true,true,0.9843
Drug may delay high blood pressure in some,false,false,0.317
"A list of chemicals, written as if they were ingredients on a food label, accurately depicts the chemical composition of a banana.",true,true,0.9098
"U.S. Sen. Elizabeth Warren said or argued to the effect that ""taxpayers must fund sex reassignment surgery.",true,false,0.3768
"Too many"" tattoos ""on visible body parts"" keep some applicants out of the military.",true,false,0.4505
Chinese herb may yield drug for AIDS,mixture,true,0.4844
"Former Fox News host Bill O’Reilly was hospitalized in New York after being beaten by a group of ""liberals.",false,false,0.4228
Vitamin D3 Might Ease Menstrual Cramps,true,true,0.3034
Ebola Vaccines Show Promise in New Study,true,true,0.7463
EPA watchdog: Health monitoring after Harvey was lacking.,true,true,0.9951
West Virginia women have chance for sweep in US House races.,true,true,0.994
"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",false,false,0.5219
Increasing numbers of vaccines are associated with increasing rates of autism.,false,true,0.3388
Nancy Mace Says Kamala Harris “advocated for restoring voting rights for the Boston bomber.”,false,false,0.3794
An account accurately describes the rapes and murders of Christopher Newsom and Channon Christian and the reporting thereof.,mixture,true,0.9478
Injected Drug Reduces Risk of Fracture among Women with Osteoporosis,mixture,true,0.418
"Winston Churchill said ""Socialism is the philosophy of failure"" and the ""gospel of envy.",mixture,false,0.4404
"A video shows a bolt of lightning striking a river, sparking a large explosion.",false,true,0.4992
California bill would create health care price controls.,true,true,0.9582
'Universal' blood test for earlier diagnosis of cancer moves closer to market,false,true,0.7931
"Oxford professor of Islamic studies Tariq Ramadan said ""we are here to colonize the U.S. and Canada"" with Sharia law.",false,true,0.5737
"In 2019, a U.S. District Court judge ruled that girls in an Illinois school district ""must shower with boys"" and had no right to privacy.",false,true,0.3827
New drug ‘may turn back the clock on heart disease’,false,false,0.3398
Illegal immigrants were arrested for starting the October 2017 California wildfires.,false,true,0.4624
"Donald Trump violated Palm Beach ordinances by putting up an outsized U.S. flag and pole, then donating the money he was fined to veterans' organizations.",true,false,0.3463
Photograph shows a KKK member being treated by an all-black emergency room staff.,false,true,0.9263
Portable device detects severe stroke in seconds with 92 percent accuracy,mixture,true,0.6077
"Edith Jones, who integrated southern medical schools, dies.",true,true,0.991
Alzheimer’s May Show Up in Saliva,false,false,0.3397
Italy's coronavirus deaths surge as Lombardy seeks tougher curbs.,true,true,0.9934
"Mike Pence supported ""gay conversion"" therapy, including the use of electroshock therapy.",mixture,true,0.5713
A coronavirus-related health advisory graphic issued by the World Health Organization warned against unprotected sex with farm animals.,false,true,0.8638
Anti-Gravity Treadmill helps injured get moving again,false,true,0.7882
London bans junk food ads on public transport to fight child obesity.,true,true,0.9854
Knee Braces Ease Osteoarthritis Pain,false,true,0.5427
FDA approves expanded indications for Ilaris for three rare diseases,mixture,true,0.9824
"Ohio Democratic Party Says proposed anti-abortion legislation ""would force women facing the most personal of health decisions to endure a transvaginal ultrasound.",mixture,true,0.3696
Tokyo hospital trainees test positive for coronavirus after party.,true,true,0.9962
"Spooked by Modi's plastics ban, India Inc seeks clarity, exemptions.",true,true,0.9429
"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",true,true,0.6346
"For Cold Virus, Zinc May Edge Out Even Chicken Soup",false,false,0.4757
Metformin may lower lung cancer risk in diabetic nonsmokers,mixture,false,0.3182
"Bill Gates is quoted in the February 1997 issue of George magazine as saying an ""over-populated planet"" would be ""choked to extinction by a lung-attacking virus.",false,false,0.4753
"Three additives in peanut butter cups, soy lecithin, PGPR, and TBHQ, are inherently dangerous and should be avoided.",false,false,0.3423
A notorious pedophile was killed by a mother who blew his head off with a shotgun when he tried to rape her 12-year-old child.,false,false,0.4836
New Portable Scanner for Breast Cancer,false,true,0.7874
Nanoparticles loaded with component of common spice kill cancer cells,false,true,0.3058
"Wine and coffee lovers, drink up! It's great for your microbiome",mixture,false,0.4763
North Carolina ultrasound abortion law ruled illegal by judge.,true,true,0.9763
There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,true,mixture,0.2955
"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.",false,false,0.3994
Counterfeit masks reaching frontline health workers in US.,true,true,0.77
"During a lunar eclipse on June 4 2020, lightning struck the Washington Monument in a fashion visually similar to the ominous ""Tower"" tarot card.",mixture,true,0.4649
Modern caesarean sections were invented by midwives in Africa.,unproven,true,0.6128
"Olympics construction worker dies as Tokyo swelters, heatstroke suspected.",true,true,0.9893
Facebook post Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,true,false,0.395
Suicides rise and fall with economy: CDC report.,true,true,0.9876
People come here to have babies. They come here to drop a child. It's called 'drop and leave.,mixture,true,0.5944
Bald eagle died of lead poisoning in Montana’s Glacier Park.,true,true,0.9508
Roseanne Barr posed as Hitler for an issue of satirical Jewish magazine 'Heeb.',true,false,0.6018
"Georgia deploys 3D printers, Guard units in testing scramble.",true,true,0.9956
Patients push limits for clues to chronic fatigue syndrome.,true,true,0.9721
"Mississippi chicken plant Koch Foods, which was raided by ICE in August 2019, was the subject of a previous lawsuit brought by workers and was subsequently ordered to pay a settlement.",true,false,0.3124
Winston Churchill was born in a ladies' room during a dance.,false,true,0.5572
"Jordan's King Abdullah II murdered his wife, Queen Rania.",false,true,0.8442
"Indonesia says avoid coast near volcano, fearing new tsunami.",true,true,0.9906
Michael Kors uses fur from dogs that were skinned alive in manufacturing the brand's products.,false,true,0.6684
"A bill supported by Gov. Scott Walker makes it ""so that drunk drivers who kill have an easier time of it.",false,false,0.3787
"Boy, 9, is 1st French death from likely COVID-linked illness.",true,true,0.6734
Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.,false,false,0.3401
The Obama administration shut down the Amber Alert program because of the government shutdown.,false,true,0.5656
"Spain's coronavirus deaths rise above 10,000, yet there is 'glimpse of hope'.",true,true,0.8687
Pre and Post Testing Show Reversal of Memory Loss From Alzheimer’s Disease in Ten Patients,false,true,0.7611
GOP senators blink on a big chance to repeal ‘Obamacare’.,true,true,0.9834
U.S. Rep. Nancy Pelosi's Twitter account deleted a tweet showing her encouraging tourism to Chinatown weeks after President Donald Trump closed the U.S. border to China.,mixture,true,0.8108
It’s common around Christmas time for people to warn one another about the alleged toxicity of poinsettias.,false,true,0.4643
Congo’s Ebola outbreak poses challenges for bush meat.,true,true,0.9217
"Nicotine patch may help improve memory, study finds",mixture,true,0.4475
Survey finds many ticks carry disease in North Dakota.,true,true,0.9873
"The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.",false,true,0.8366
Donald Trump owned stock in Thermo-Fisher Scientific at a time when his presidential administration was advocating for a COVID-19 test that uses Thermo-Fisher equipment.,false,false,0.3432
‘Hippie’ island off Seattle sees shift in low vaccine rate.,true,true,0.99
"Health officials disclose another romaine outbreak, now over.",true,true,0.995
Two-thirds of the top-rated hospitals in Florida were our hospitals.,true,true,0.9776
"A polio vaccination campaign headed by the Bill and Melinda Gates Foundation in India led to 47,500 cases of paralysis.",false,true,0.4599
A meme accurately describes 'The Nancy Pelosi Crime Family.',mixture,true,0.5297
Death toll from acute encephalitis in east Indian town rises to 129 children.,true,true,0.9755
"Drinking untreated spring water, marketed as ""raw water,"" provides health benefits because they are ""probiotic.",false,false,0.3661
Special Report: Italy and South Korea virus outbreaks reveal disparity in deaths and tactics.,true,true,0.9946
"JUULing, or use of a JUUL e-cigarette, has caused cancer in four students.",false,true,0.3805
"Heart Association's Stroke Guidelines Support Clot-Removing Device If clot-busting drugs don't work, device can be used to pull the blockage out through the artery",true,true,0.4403
"Al Jazeera reporter Kimberly Halkett called White House Press Secretary Kayleigh McEnany a ""lying bitch"" during a press briefing.",false,true,0.4349
New York state has legalized heroin.,false,true,0.9789
Oregon Governor Kate Brown signed a bill into law in August 2017 that allows authorities to confiscate guns from certain individuals without prior notice or hearing.,mixture,false,0.3121
Researchers Develop Simple Paper Test That Quickly Diagnoses Illnesses by Changing Colour,false,true,0.8626
"A Johns Hopkins scientist issued a ""blistering report"" on flu vaccine dangers in the British Medical Journal.",false,true,0.9088
Lawsuit filed against county mental health agency.,true,true,0.9444
U.S. doctors on coronavirus frontline seek protection from malpractice suits.,true,true,0.9962
Massachusetts’ ban on vaping product sales allowed to stand.,true,true,0.991
Afghan capital’s air pollution may be even deadlier than war.,true,true,0.8852
Reports out of Texas that voting machines are automatically switching votes for Donald Trump to votes for Hillary Clinton have fueled speculation that the election is rigged.,unproven,false,0.4868
"Anti-abortion groups are claiming every sperm cell is ""a life.",false,false,0.5494
Biogen multiple sclerosis drug Tecfidera wins European approval.,true,true,0.989
Blogger Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,false,false,0.6598
Immunotherapy Drug Becomes First Therapy Approved by FDA for Rare Skin Cancer,mixture,true,0.916
Landmark clinical trial shows gene-targeted drug can treat prostate cancer,false,true,0.878
"Novel Coronavirus (COVID-19) is no more dangerous than the common cold, and it's being blown out of proportion to make the President of the United States look bad.",false,false,0.4914
Most U.S. doctors fail to discuss alcohol with patients: study.,true,true,0.9648
New hormone therapy sparks debate,mixture,true,0.9097
Critics gear up for response to lease sale in Arctic refuge.,true,true,0.9894
"A video shows a piece of 5G equipment with ""COV-19"" inscribed on it.",false,true,0.6928
Gene therapy raises hope for a future AIDS cure,true,true,0.6523
"Wichita man to bike 1,000 miles to honor daughter’s death.",true,true,0.9799
Heart Hormone Linked to Calorie-Burning Brown Fat,mixture,true,0.3583
"London's Muslim Mayor Sadiq Khan banned images of ""sexy"" women because they're offensive to Islam.",false,true,0.4677
I am every year the No.1 pick of all of the law enforcement agencies within Texas.,false,true,0.6516
"A Facebook post is correct in saying N95 masks, surgical masks, and cloth masks can be dangerous and/or ineffective in protecting against the spread of COVID-19 based on CDC and U.S. Occupational Safety and Health Administration (OSHA) guidelines.",false,false,0.3826
US Sen. Reed wants to shorten the suicide prevention hotline.,true,true,0.9012
"U.S. President Donald Trump tweeted in November 2009 that ""Obama's handling of this whole pandemic has been terrible!"" and that he ""would never let thousands of Americans die from a pandemic while in office.",false,false,0.5535
Stephanie Grisham got DUIs in 2013 and 2015.,mixture,true,0.8652
"Kayla Mueller, the 26-year-old woman who died while being held hostage by the Islamic State terrorist group, “deserves no tears” because she supported terrorist groups.",false,true,0.5096
South Korea expands poultry cull on bird flu fears.,true,true,0.996
"300,000 pounds of rat meat sold as chicken wings across America.",false,true,0.7566
"Tim O'Brien Says Bernie Sanders has said “things like women get cancer from having too many orgasms, or toddlers should run around naked and touch each others' genitals to insulate themselves from porn … He's written about women's rape fantasies.",mixture,false,0.3442
A new male contraception product allows a man to control the flow of sperm by flicking a switch.,mixture,true,0.3848
"Italy's coronavirus death toll climbs by 578, new cases continue to slow.",true,true,0.9565
A meme accurately describes the arc of Bernie Sanders' (financial) life.,mixture,true,0.8058
Missouri to create center for rural students’ mental health.,true,true,0.9879
Hold off on those extra vitamins,mixture,false,0.348
"Tommy Robinson was jailed in order to silence his reporting on a sex abuse trial in England, and to ""protect Muslim pedophiles.",false,false,0.4484
What's in a name? Losing Asperger's label not such a big change.,true,false,0.6874
Missouri Votes to Let Employers Fire People Who Use Birth Control.,false,true,0.9918
Tiny Eye Telescope Brings Back A World Of Sight,true,true,0.8181
"Mammograms Cut Risk of Breast Cancer Death by Half, Study Finds",false,true,0.7902
"ABC fired Joy Behar from her job co-hosting ""The View"" after she made comments about Vice President Mike Pence's religious beliefs.",false,true,0.7674
"Measles outbreak kills more than 1,200 in Madagascar.",true,true,0.9251
The common allergy drug Benadryl can be used to treat rattlesnake bites.,false,false,0.3408
A brain injury diagnosed with a single drop of blood,false,true,0.5289
2007 mass shooting survivor copes with 300 pellets of lead.,true,true,0.9706
China investigates after vaccine suspected in seven deaths.,true,true,0.9956
Evofem's birth control gel meets main study goal; shares rise,mixture,true,0.8262
"Marijuana laced with fentanyl is a problem, and you can detect it if ""weed smells like popcorn.",false,false,0.5564
Greece suggests EU buy patent rights for vaccines and coronavirus tests: FAZ.,true,true,0.9888
“Fish tank additive may treat coronavirus.”,false,false,0.4746
Mental health center in Newport gets $2M to expand services.,true,true,0.9894
U.S. Supreme Court tosses out Medtronic pacemaker patent loss.,true,true,0.9911
"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.",true,false,0.3969
Immune-Focused Drug May Be New Weapon Against Advanced Melanoma,true,false,0.3448
Lil' Wayne announced that he was diagnosed with skin cancer and has one month to live.,false,true,0.7233
"Autism has now been included among the known side effects of the DTaP (Diphtheria, Tetanus, and acellular Pertussis) vaccine.",false,false,0.2919
Trendy fizzy drink is mushrooming,true,false,0.453
An image of a plant with phallic-looking structures is a genuine botanical specimen.,true,true,0.709
US troops get freeze-dried plasma for battlefield bloodshed.,true,true,0.9867
Colorado assisted living facility license suspended.,true,true,0.9859
"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.",true,true,0.3266
The American ambassador in Libya was raped and murdered during an attack on the U.S. Consulate.,unproven,true,0.8483
Roe v. Wade was passed only because Roe lied about being raped.,false,true,0.4204
"After passing a bill to make consuming raw milk legal in the state, several members of the West Virginia legislature fell ill due to drinking raw milk to celebrate the bill becoming law.",unproven,true,0.7123
"Women with Stage 4 breast cancer survive longer if they have surgery, study shows",true,true,0.9337
Gone With A Shot? Hopeful New Signs Of Relief For Migraine Sufferers,true,true,0.521
Dubai displays tech reputation with global robotics contest.,true,true,0.9939
Pepsi admitted that Aquafina is just tap water.,mixture,true,0.962
An implant that hits a nerve,true,false,0.3662
Easy Nondrug Help Aids ADHD Kids,mixture,true,0.516
"Certain OTC, Less Expensive Hearing Aids Provide Benefit Similar to Conventional Hearing Aid",mixture,mixture,0.332
The FDA has admitted that most chicken meat sold in the U.S. contains cancer-causing arsenic.,mixture,true,0.509
A TEDx speaker gave a talk that referred to pedophilia as an 'unchangeable sexual orientation.',true,true,0.6377
Photographs show a homeless shelter with painted social-distancing boxes in a Las Vegas parking lot.,true,true,0.9702
UN agency: Tanzania not sharing details on Ebola-like cases.,true,true,0.9885
"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.",false,true,0.5423
Laser-Based Dermatological Procedures Could Be Revolutionized with New Techniqu,false,true,0.4814
A miscarriage is considered an abortion.,mixture,false,0.3753
"New law would let Uruguayans grow marijuana at home, in clubs.",true,true,0.875
Chinese leukemia patient livestreams to pay for treatment.,true,true,0.9867
Recall: Nearly 57 tons of ground beef for possible E coli.,true,true,0.9903
“Heidi Heitkamp: She rubber stamps the Washington liberal agenda.”,mixture,true,0.4223
Chemistry Nobel for using evolution to create new proteins.,true,true,0.9826
UN sees bird flu changes but calls risk of people spread low.,true,true,0.9891
Discovery offers prospect of shorter treatment and cure for chronic myelogenous leukemia,false,true,0.9458
Michigan Capitol hosts collection of unwanted medications.,true,true,0.9876
A law in Japan makes it illegal for citizens of that country to be fat.,false,true,0.4254
"US births hit a 30-year low, despite good economy.",true,true,0.9517
"Aspirin may cut cancer deaths, but caution urged",true,true,0.9391
Bodycad Announces First Use of Its Unicompartmental Knee System in Patients,false,true,0.9934
Canine Carry Outs dog treats contain anti-freeze and are therefore dangerous to dogs.,false,false,0.3239
"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.",false,true,0.9823
Connecticut reports more vaping-related lung illnesses.,true,true,0.9964
Sanofi's Lantus insulin favored over rival: study.,true,true,0.9826
A photo shows Kamala Harris is “listed as Caucasian on her birth certificate.”,false,true,0.4947
"Sanofi ends research in diabetes, narrows units to spur profit.",true,true,0.9886
Eye surgery law sparks unusually public dispute in Arkansas.,true,true,0.9881
A megalodon capsized a South African charter vessel in April 2013.,false,true,0.4248
Study: CT scans rule out heart attacks faster,true,true,0.7477
Black and white caterpillars can cause severe allergic reactions in some people who touch them.,true,false,0.3602
Gene therapy improves sight in near-blind patients.,true,true,0.896
"Two-fifths of U.S. adults care for sick, elderly relatives.",true,true,0.9517
"Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.",false,false,0.3388
Women’s menstrual cycles synchronize when they live or work in close proximity to one another.,unproven,true,0.6258
“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,false,false,0.6811
On-and-off fasting helps fight obesity,false,true,0.5218
Experimental Psoriasis Drug Bests Older Treatment,mixture,true,0.7247
"Over 1,000 quarantined in measles scare at LA universities.",true,true,0.9707
U.N. flags need to cut meat to curb land use impact on global warming.,true,true,0.9395
Indiana University cleaning mold inside residence quadrangle.,true,true,0.9904
'Stink flirting' is a thing - just ask a ring-tailed lemur.,true,false,0.6186
Prospective new gang members are being initiated by killing the drivers of cars who flash their headlights at them.,false,true,0.6473
"Coronavirus strain COVID-19 can be treated by drinking warm water, among several other claims made online.",mixture,false,0.5049
Sides spar over water permit for refinery near national park.,true,true,0.9517
U.N. says Saudi deportations of Ethiopian migrants risks spreading coronavirus.,true,true,0.9747
U.S. bishop may have exposed Catholics to hepatitis during Communion.,true,true,0.9676
FACT CHECK: Trump pitches drug not approved for coronavirus.,true,true,0.8592
Obama Administration legalized bump stocks.,mixture,true,0.8223
"I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.",mixture,false,0.451
The legalization of marijuana will force police departments to euthanize their drug sniffing dogs.,false,true,0.6987
"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",false,false,0.4573
Pelosi sets Medicare showdown on drug costs and new benefits.,true,true,0.9911
Are You At Risk? 5 Different Types of Prostate Cancer Found,false,false,0.3936
New hope for macular degeneration,mixture,true,0.5152
"Under last year’s health care reform, ""a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.",false,false,0.428
Assault rifles already are banned.,false,true,0.7643
Muslim girls buried alive by their father are fed and comforted by Jesus until rescuers come for them.,false,true,0.7964
Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renacci’s Republican majority.,false,false,0.3789
Henry Winkler Dead at 77 – A Huge Trump Supporter and Lifelong Gun Lover.,false,true,0.6557
A set of images show a congenital anomaly that resulted in an a hand with eight fingers.,mixture,true,0.5972
The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,false,false,0.4881
"“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”",false,mixture,0.3548
"Donald Trump raped his former wife and a young woman, and his modeling agency was found to be trafficking young girls.",mixture,false,0.3856
"Philippine volcano trembles more, spews lava half-mile high.",true,true,0.9824
The homeliest nut just got better,mixture,true,0.4416
Nearly 2/3 quarantined by LA universities are cleared.,true,true,0.9844
"For every dollar we invest in Head Start, we get $5 to $7 back into our economy.",true,mixture,0.3509
Plant-based egg maker gains from non-animal food buzz but lower costs key.,true,true,0.6356
Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,false,true,0.4118
